"Loco","PERIOD","n_chamado","n_total","callrate_pct"
"Dal_02:29620488-29620516",3,7,24,29.17
"Dal_02:29624598-29624626",8,11,24,45.83
"Dal_02:29641719-29641752",7,11,24,45.83
"Dal_02:29650042-29650100",3,8,24,33.33
"Dal_02:29675476-29675533",2,7,24,29.17
"Dal_02:29680332-29680365",3,1,24,4.17
"Dal_02:29681657-29681709",2,2,24,8.33
"Dal_02:29741769-29741819",2,3,24,12.5
"Dal_02:29749361-29749401",3,7,24,29.17
"Dal_02:29773425-29773460",3,13,24,54.17
"Dal_02:29773722-29773751",5,3,24,12.5
"Dal_02:29794078-29794112",3,11,24,45.83
"Dal_02:29805588-29805621",2,9,24,37.5
"Dal_02:29809333-29809361",3,0,24,0
"Dal_02:29819737-29819766",3,16,24,66.67
"Dal_02:29862052-29862076",2,8,24,33.33
"Dal_02:29870406-29870447",2,9,24,37.5
"Dal_02:29875179-29875206",6,4,24,16.67
"Dal_02:29900942-29900968",5,13,24,54.17
"Dal_02:29912122-29912188",3,14,24,58.33
"Dal_02:29919424-29919455",2,4,24,16.67
"Dal_02:29921845-29921870",2,1,24,4.17
"Dal_02:29941729-29941778",2,4,24,16.67
"Dal_02:29966891-29966921",2,8,24,33.33
"Dal_02:29968182-29968210",3,7,24,29.17
"Dal_02:29978577-29978619",3,9,24,37.5
"Dal_02:29996331-29996398",3,2,24,8.33
"Dal_02:30010046-30010073",2,9,24,37.5
"Dal_02:30034005-30034042",2,13,24,54.17
"Dal_02:30047350-30047376",2,0,24,0
"Dal_02:30053913-30053964",4,11,24,45.83
"Dal_02:30079982-30080042",2,4,24,16.67
"Dal_02:30082776-30082816",2,9,24,37.5
"Dal_02:30085412-30085448",3,13,24,54.17
"Dal_02:30110682-30110721",6,10,24,41.67
"Dal_02:30111965-30111993",5,3,24,12.5
"Dal_02:30117306-30117354",2,10,24,41.67
"Dal_02:30124601-30124626",2,6,24,25
"Dal_02:30132191-30132217",3,8,24,33.33
"Dal_02:30145549-30145604",2,2,24,8.33
"Dal_02:30167086-30167112",3,1,24,4.17
"Dal_02:30172504-30172529",2,2,24,8.33
"Dal_02:30210708-30210742",9,10,24,41.67
"Dal_02:30237775-30237799",6,24,24,100
"Dal_02:30237824-30237853",3,17,24,70.83
"Dal_02:30244412-30244449",3,10,24,41.67
"Dal_02:30249372-30249403",3,6,24,25
"Dal_02:30271476-30271531",2,8,24,33.33
"Dal_02:30273426-30273463",2,3,24,12.5
"Dal_02:30287541-30287580",2,6,24,25
"Dal_02:30290588-30290618",2,0,24,0
"Dal_02:30323453-30323486",2,6,24,25
"Dal_02:30340422-30340464",3,8,24,33.33
"Dal_02:30352624-30352690",3,11,24,45.83
"Dal_02:30352891-30352954",2,3,24,12.5
"Dal_02:30398914-30398950",6,13,24,54.17
"Dal_02:30467362-30467403",2,5,24,20.83
"Dal_02:30472394-30472425",6,0,24,0
"Dal_02:30473865-30473889",5,18,24,75
"Dal_02:30503919-30503957",2,0,24,0
"Dal_02:30508411-30508455",3,7,24,29.17
"Dal_02:30519454-30519489",6,13,24,54.17
"Dal_02:30523285-30523325",2,4,24,16.67
"Dal_02:30523859-30523888",5,15,24,62.5
"Dal_02:30542495-30542560",2,3,24,12.5
"Dal_02:30577175-30577209",5,12,24,50
"Dal_02:30587028-30587055",2,8,24,33.33
"Dal_02:30599703-30599732",2,3,24,12.5
"Dal_02:30610254-30610286",3,18,24,75
"Dal_02:30616834-30616860",2,18,24,75
"Dal_02:30766686-30766712",2,3,24,12.5
"Dal_02:30770104-30770140",6,7,24,29.17
"Dal_02:30787069-30787100",2,4,24,16.67
"Dal_02:30817801-30817847",2,4,24,16.67
"Dal_02:30822646-30822673",6,12,24,50
"Dal_02:30830397-30830447",2,10,24,41.67
"Dal_02:30833763-30833793",2,6,24,25
"Dal_02:30850371-30850421",2,3,24,12.5
"Dal_02:30854381-30854425",3,8,24,33.33
"Dal_02:30890210-30890254",2,4,24,16.67
"Dal_02:30894416-30894484",2,7,24,29.17
"Dal_02:30898218-30898251",2,11,24,45.83
"Dal_02:30907627-30907682",2,5,24,20.83
"Dal_02:30924702-30924738",9,5,24,20.83
"Dal_02:30931597-30931628",3,6,24,25
"Dal_02:30949857-30949906",4,19,24,79.17
"Dal_02:30989828-30989876",3,19,24,79.17
"Dal_02:31015028-31015072",2,9,24,37.5
"Dal_02:31054359-31054400",2,12,24,50
"Dal_02:31059592-31059641",2,4,24,16.67
"Dal_02:31088607-31088635",3,10,24,41.67
"Dal_02:31115463-31115493",6,11,24,45.83
"Dal_02:31143532-31143561",3,13,24,54.17
"Dal_02:31169664-31169700",3,8,24,33.33
"Dal_02:31182783-31182820",2,13,24,54.17
"Dal_02:31187851-31187912",2,4,24,16.67
"Dal_02:31191688-31191719",3,21,24,87.5
"Dal_02:31200549-31200573",3,19,24,79.17
"Dal_02:31204484-31204515",1,8,24,33.33
"Dal_02:31205917-31205958",3,16,24,66.67
"Dal_02:31220589-31220619",7,18,24,75
"Dal_02:31222803-31222856",2,3,24,12.5
"Dal_02:31298827-31298859",2,19,24,79.17
"Dal_02:31303396-31303440",2,3,24,12.5
"Dal_02:31315043-31315108",3,12,24,50
"Dal_02:31315929-31315955",4,0,24,0
"Dal_02:31318767-31318799",2,7,24,29.17
"Dal_02:31321376-31321415",2,7,24,29.17
"Dal_02:31323194-31323255",3,7,24,29.17
"Dal_02:31354000-31354035",5,17,24,70.83
"Dal_02:31403734-31403762",9,17,24,70.83
"Dal_02:31451976-31452032",1,0,24,0
"Dal_02:31468106-31468147",2,7,24,29.17
"Dal_02:31481151-31481179",4,16,24,66.67
"Dal_02:31492549-31492574",2,3,24,12.5
"Dal_02:31496546-31496577",2,10,24,41.67
"Dal_02:31516825-31516857",2,1,24,4.17
"Dal_02:31532133-31532179",2,2,24,8.33
"Dal_02:31538698-31538722",3,14,24,58.33
"Dal_02:31561078-31561116",2,2,24,8.33
"Dal_02:31566690-31566718",2,3,24,12.5
"Dal_02:31583014-31583038",2,4,24,16.67
"Dal_02:31608612-31608636",2,10,24,41.67
"Dal_02:31610797-31610823",1,9,24,37.5
"Dal_02:31621722-31621783",4,14,24,58.33
"Dal_02:31623711-31623746",3,13,24,54.17
"Dal_02:31638320-31638365",3,6,24,25
"Dal_02:31640260-31640284",2,6,24,25
"Dal_02:31711346-31711402",2,4,24,16.67
"Dal_02:31713343-31713371",8,13,24,54.17
"Dal_02:31713527-31713589",3,11,24,45.83
"Dal_02:31716400-31716447",2,3,24,12.5
"Dal_02:31720951-31720987",2,1,24,4.17
"Dal_02:31728345-31728369",3,17,24,70.83
"Dal_02:31732438-31732490",2,1,24,4.17
"Dal_02:31768420-31768450",2,4,24,16.67
"Dal_02:31769420-31769446",2,3,24,12.5
"Dal_02:31772804-31772851",3,8,24,33.33
"Dal_02:31793956-31794012",3,12,24,50
"Dal_02:31795019-31795065",2,4,24,16.67
"Dal_02:31834903-31834949",2,4,24,16.67
"Dal_02:31856872-31856922",2,5,24,20.83
"Dal_02:31870083-31870121",2,13,24,54.17
"Dal_02:31902358-31902402",3,22,24,91.67
"Dal_02:31915118-31915144",3,5,24,20.83
"Dal_02:31930244-31930283",6,13,24,54.17
"Dal_02:31965927-31965953",2,10,24,41.67
"Dal_02:31984530-31984558",5,14,24,58.33
"Dal_02:31990750-31990803",4,4,24,16.67
"Dal_02:32016277-32016322",2,3,24,12.5
"Dal_02:32053879-32053911",2,9,24,37.5
"Dal_02:32058409-32058435",2,3,24,12.5
"Dal_02:32097389-32097439",2,13,24,54.17
"Dal_02:32128156-32128200",2,7,24,29.17
"Dal_02:32132096-32132136",3,14,24,58.33
"Dal_02:32161339-32161363",3,18,24,75
"Dal_02:32202000-32202024",2,6,24,25
"Dal_02:32218689-32218725",5,11,24,45.83
"Dal_02:32218912-32218950",2,4,24,16.67
"Dal_02:32247826-32247859",2,2,24,8.33
"Dal_02:32260072-32260102",5,4,24,16.67
"Dal_02:32272319-32272352",2,2,24,8.33
"Dal_02:32273469-32273514",4,5,24,20.83
"Dal_02:32285531-32285588",2,7,24,29.17
"Dal_02:32330049-32330084",2,2,24,8.33
"Dal_02:32353768-32353799",2,4,24,16.67
"Dal_02:32372632-32372656",2,10,24,41.67
"Dal_02:32378278-32378305",2,0,24,0
"Dal_02:32392582-32392616",3,10,24,41.67
"Dal_02:32422685-32422716",2,11,24,45.83
"Dal_02:32437022-32437067",2,3,24,12.5
"Dal_02:32440264-32440296",5,12,24,50
"Dal_02:32440341-32440369",3,9,24,37.5
"Dal_02:32444728-32444762",3,10,24,41.67
"Dal_02:32457786-32457816",8,3,24,12.5
"Dal_02:32481843-32481889",2,8,24,33.33
"Dal_02:32483019-32483057",2,9,24,37.5
"Dal_02:32485128-32485160",2,7,24,29.17
"Dal_02:32510431-32510475",3,11,24,45.83
"Dal_02:32529229-32529260",2,6,24,25
"Dal_02:32568834-32568866",2,3,24,12.5
"Dal_02:32580555-32580598",3,18,24,75
"Dal_02:32594070-32594112",3,7,24,29.17
"Dal_02:32601095-32601161",2,0,24,0
"Dal_02:32605836-32605867",3,6,24,25
"Dal_02:32618816-32618884",2,6,24,25
"Dal_02:32634271-32634329",3,7,24,29.17
"Dal_02:32642922-32642964",3,10,24,41.67
"Dal_02:32659217-32659249",3,9,24,37.5
"Dal_02:32671220-32671247",2,10,24,41.67
"Dal_02:32716434-32716472",2,2,24,8.33
"Dal_02:32727354-32727385",1,9,24,37.5
"Dal_02:32733045-32733088",3,19,24,79.17
"Dal_02:32739795-32739819",2,9,24,37.5
"Dal_02:32740816-32740844",4,15,24,62.5
"Dal_02:32760603-32760629",2,12,24,50
"Dal_02:32769834-32769884",2,8,24,33.33
"Dal_02:32801677-32801706",2,1,24,4.17
"Dal_02:32871688-32871721",3,9,24,37.5
"Dal_02:32879280-32879310",4,9,24,37.5
"Dal_02:32882815-32882841",8,12,24,50
"Dal_02:32938016-32938067",2,2,24,8.33
"Dal_02:32960138-32960167",2,7,24,29.17
"Dal_02:32960647-32960706",2,4,24,16.67
"Dal_02:32976142-32976181",2,4,24,16.67
"Dal_02:32983569-32983610",6,8,24,33.33
"Dal_02:32992068-32992099",2,4,24,16.67
"Dal_02:33013414-33013455",2,8,24,33.33
"Dal_02:33013812-33013856",3,9,24,37.5
"Dal_02:33060078-33060104",2,13,24,54.17
"Dal_02:33075409-33075460",3,13,24,54.17
"Dal_02:33095144-33095171",7,17,24,70.83
"Dal_02:33098579-33098620",7,16,24,66.67
"Dal_02:33112317-33112357",2,9,24,37.5
"Dal_02:33126684-33126720",3,17,24,70.83
"Dal_02:33127506-33127542",4,20,24,83.33
"Dal_02:33138649-33138682",2,4,24,16.67
"Dal_02:33175178-33175204",3,8,24,33.33
"Dal_02:33175403-33175429",2,2,24,8.33
"Dal_02:33185228-33185258",2,6,24,25
"Dal_02:33255350-33255394",3,11,24,45.83
"Dal_02:33262211-33262236",6,6,24,25
"Dal_02:33263668-33263709",7,17,24,70.83
"Dal_02:33270133-33270194",2,1,24,4.17
"Dal_02:33298624-33298689",4,2,24,8.33
"Dal_02:33299092-33299130",4,16,24,66.67
"Dal_02:33303761-33303786",3,16,24,66.67
"Dal_02:33367128-33367187",2,3,24,12.5
"Dal_02:33387098-33387155",3,15,24,62.5
"Dal_02:33476648-33476675",3,9,24,37.5
"Dal_02:33477770-33477823",2,12,24,50
"Dal_02:33485500-33485547",2,2,24,8.33
"Dal_02:33485805-33485861",2,7,24,29.17
"Dal_02:33493905-33493933",2,8,24,33.33
"Dal_02:33532779-33532838",2,4,24,16.67
"Dal_02:33540776-33540837",3,4,24,16.67
"Dal_02:33556482-33556523",1,2,24,8.33
"Dal_02:33584683-33584726",3,12,24,50
"Dal_02:33601554-33601582",9,14,24,58.33
"Dal_02:33609952-33610000",2,5,24,20.83
"Dal_02:33688892-33688954",2,7,24,29.17
"Dal_02:33710955-33710986",1,0,24,0
"Dal_02:33746908-33746947",2,2,24,8.33
"Dal_02:33749561-33749587",2,10,24,41.67
"Dal_02:33763588-33763622",3,13,24,54.17
"Dal_02:33795129-33795175",2,7,24,29.17
"Dal_02:33851945-33852013",3,9,24,37.5
"Dal_02:33879810-33879878",3,13,24,54.17
"Dal_02:33904982-33905012",6,9,24,37.5
"Dal_02:33912147-33912173",2,15,24,62.5
"Dal_02:33992424-33992461",7,17,24,70.83
"Dal_02:33993785-33993839",1,7,24,29.17
"Dal_02:33996555-33996614",2,2,24,8.33
"Dal_02:34005338-34005393",2,1,24,4.17
"Dal_02:34019050-34019096",2,2,24,8.33
"Dal_02:34023313-34023337",6,23,24,95.83
"Dal_02:34028285-34028311",2,11,24,45.83
"Dal_02:34042304-34042349",2,2,24,8.33
"Dal_02:34048647-34048675",7,11,24,45.83
"Dal_02:34060677-34060739",2,3,24,12.5
"Dal_02:34064288-34064344",2,6,24,25
"Dal_02:34086704-34086737",1,5,24,20.83
"Dal_02:34092325-34092370",2,5,24,20.83
"Dal_02:34099771-34099809",4,1,24,4.17
"Dal_02:34109784-34109819",5,9,24,37.5
"Dal_02:34124176-34124200",6,17,24,70.83
"Dal_02:34126501-34126538",2,2,24,8.33
"Dal_02:34134222-34134270",2,5,24,20.83
"Dal_02:34150478-34150525",2,7,24,29.17
"Dal_02:34189877-34189910",2,4,24,16.67
"Dal_02:34206987-34207021",5,12,24,50
"Dal_02:34223878-34223940",2,7,24,29.17
"Dal_02:34257324-34257360",3,12,24,50
"Dal_02:34274007-34274046",3,15,24,62.5
"Dal_02:34491296-34491320",3,17,24,70.83
"Dal_02:34519314-34519344",3,17,24,70.83
"Dal_02:34535597-34535643",2,11,24,45.83
"Dal_02:34539487-34539523",2,6,24,25
"Dal_02:34568548-34568579",9,13,24,54.17
"Dal_02:34580359-34580385",1,2,24,8.33
"Dal_02:34607672-34607697",4,16,24,66.67
"Dal_02:34623459-34623483",2,12,24,50
"Dal_02:34633632-34633672",2,6,24,25
"Dal_02:34646758-34646787",9,16,24,66.67
"Dal_02:34734801-34734838",5,17,24,70.83
"Dal_02:34840123-34840183",2,1,24,4.17
"Dal_02:34842422-34842468",2,0,24,0
"Dal_02:34880467-34880497",2,9,24,37.5
"Dal_02:34902474-34902499",2,12,24,50
"Dal_02:34986802-34986838",2,10,24,41.67
"Dal_02:35022297-35022321",8,9,24,37.5
"Dal_02:35315134-35315164",2,9,24,37.5
"Dal_02:35315236-35315266",3,11,24,45.83
"Dal_02:35325346-35325384",2,3,24,12.5
"Dal_02:35333460-35333485",2,7,24,29.17
"Dal_02:35337489-35337536",2,5,24,20.83
"Dal_02:35338363-35338396",2,6,24,25
"Dal_02:35345868-35345892",2,5,24,20.83
"Dal_02:35354344-35354377",2,11,24,45.83
"Dal_02:35365001-35365035",2,4,24,16.67
"Dal_02:35372869-35372894",2,10,24,41.67
"Dal_02:35386284-35386330",2,3,24,12.5
"Dal_02:35397942-35397986",2,10,24,41.67
"Dal_02:35398701-35398742",2,6,24,25
"Dal_02:35401952-35401991",3,13,24,54.17
"Dal_02:35423023-35423055",2,3,24,12.5
"Dal_02:35425432-35425470",2,2,24,8.33
"Dal_02:35428385-35428445",2,2,24,8.33
"Dal_02:35429144-35429178",3,15,24,62.5
"Dal_02:35444933-35444972",2,5,24,20.83
"Dal_02:35452365-35452425",2,4,24,16.67
"Dal_02:35493755-35493791",2,11,24,45.83
"Dal_02:35507022-35507064",2,14,24,58.33
"Dal_02:35534183-35534207",8,23,24,95.83
"Dal_02:35608065-35608094",2,10,24,41.67
"Dal_02:35644103-35644146",2,11,24,45.83
"Dal_02:35697123-35697158",2,8,24,33.33
"Dal_02:35723282-35723314",2,4,24,16.67
"Dal_02:35724821-35724845",2,3,24,12.5
"Dal_02:35734517-35734571",2,5,24,20.83
"Dal_02:35750345-35750388",2,9,24,37.5
"Dal_02:35792277-35792330",2,5,24,20.83
"Dal_02:35826124-35826167",2,11,24,45.83
"Dal_02:35835278-35835302",1,2,24,8.33
"Dal_02:35843199-35843265",2,2,24,8.33
"Dal_02:35852702-35852738",5,9,24,37.5
"Dal_02:35855687-35855711",7,19,24,79.17
"Dal_02:35858109-35858160",3,6,24,25
"Dal_02:35883616-35883643",2,6,24,25
"Dal_02:35905558-35905584",2,12,24,50
"Dal_02:35907235-35907263",3,4,24,16.67
"Dal_02:35910868-35910921",2,5,24,20.83
"Dal_02:35926100-35926158",3,9,24,37.5
"Dal_02:35951500-35951546",2,7,24,29.17
"Dal_02:35957929-35957953",2,1,24,4.17
"Dal_02:35958356-35958387",2,11,24,45.83
"Dal_02:36005926-36005975",3,4,24,16.67
"Dal_02:36031961-36031993",7,5,24,20.83
"Dal_02:36053235-36053262",2,4,24,16.67
"Dal_02:36060224-36060251",7,19,24,79.17
"Dal_02:36075624-36075667",2,4,24,16.67
"Dal_02:36086826-36086883",2,8,24,33.33
"Dal_02:36133906-36133933",5,11,24,45.83
"Dal_02:36154718-36154755",2,12,24,50
"Dal_02:36216966-36216994",9,17,24,70.83
"Dal_02:36240106-36240165",3,9,24,37.5
"Dal_02:36243705-36243740",3,15,24,62.5
"Dal_02:36275103-36275130",6,21,24,87.5
"Dal_02:36283050-36283107",3,9,24,37.5
"Dal_02:36397277-36397314",3,15,24,62.5
"Dal_02:36412023-36412053",2,2,24,8.33
"Dal_02:36467263-36467293",3,10,24,41.67
"Dal_02:36467606-36467670",2,4,24,16.67
"Dal_02:36474012-36474047",2,10,24,41.67
"Dal_02:36507955-36507997",4,5,24,20.83
"Dal_02:36512108-36512138",2,9,24,37.5
"Dal_02:36552048-36552072",2,8,24,33.33
"Dal_02:36553213-36553270",2,4,24,16.67
"Dal_02:36573833-36573880",2,6,24,25
"Dal_02:36638865-36638913",2,4,24,16.67
"Dal_02:36685956-36686005",2,2,24,8.33
"Dal_02:36694183-36694207",3,8,24,33.33
"Dal_02:36703871-36703933",2,4,24,16.67
"Dal_02:36714012-36714055",5,24,24,100
"Dal_02:36721893-36721954",3,11,24,45.83
"Dal_02:36724980-36725013",3,12,24,50
"Dal_02:36748836-36748890",2,2,24,8.33
"Dal_02:36749513-36749549",3,10,24,41.67
"Dal_02:36768001-36768029",3,14,24,58.33
"Dal_02:36807047-36807110",2,3,24,12.5
"Dal_02:36809898-36809942",2,6,24,25
"Dal_02:36827511-36827539",3,19,24,79.17
"Dal_02:36838507-36838539",2,14,24,58.33
"Dal_02:36881887-36881920",2,11,24,45.83
"Dal_02:36899614-36899643",2,3,24,12.5
"Dal_02:36901674-36901721",2,1,24,4.17
"Dal_02:36902165-36902229",3,14,24,58.33
"Dal_02:36912847-36912871",2,9,24,37.5
"Dal_02:36918690-36918716",2,3,24,12.5
"Dal_02:36928678-36928729",2,6,24,25
"Dal_02:36936734-36936769",2,3,24,12.5
"Dal_02:37030742-37030785",2,6,24,25
"Dal_02:37171520-37171548",2,7,24,29.17
"Dal_02:37171874-37171899",4,18,24,75
"Dal_02:37173243-37173285",2,10,24,41.67
"Dal_02:37187015-37187063",3,9,24,37.5
"Dal_02:37245049-37245092",3,12,24,50
"Dal_02:37248575-37248604",6,24,24,100
"Dal_02:37284227-37284256",2,2,24,8.33
"Dal_02:37308759-37308802",4,17,24,70.83
"Dal_02:37349623-37349648",7,19,24,79.17
"Dal_02:37415396-37415427",2,4,24,16.67
"Dal_02:37418698-37418758",2,2,24,8.33
"Dal_02:37449243-37449270",2,6,24,25
"Dal_02:37454894-37454926",2,15,24,62.5
"Dal_02:37468404-37468428",3,19,24,79.17
"Dal_02:37514841-37514900",2,4,24,16.67
"Dal_02:37529211-37529279",2,2,24,8.33
"Dal_02:37623118-37623169",2,1,24,4.17
"Dal_02:37741570-37741602",2,7,24,29.17
"Dal_02:37760898-37760928",1,0,24,0
"Dal_02:37792540-37792580",8,21,24,87.5
"Dal_02:37865356-37865380",7,24,24,100
"Dal_02:37901002-37901041",2,3,24,12.5
"Dal_02:37906740-37906777",2,1,24,4.17
"Dal_02:37908396-37908442",2,2,24,8.33
"Dal_02:37962556-37962614",2,1,24,4.17
"Dal_02:37974000-37974032",1,0,24,0
"Dal_02:37978496-37978563",3,11,24,45.83
"Dal_02:38024581-38024607",2,7,24,29.17
"Dal_02:38027397-38027427",2,3,24,12.5
"Dal_02:38059347-38059405",2,0,24,0
"Dal_02:38065196-38065242",3,13,24,54.17
"Dal_02:38082602-38082631",2,6,24,25
"Dal_02:38100554-38100603",2,5,24,20.83
"Dal_02:38101248-38101285",2,0,24,0
"Dal_02:38107745-38107769",6,21,24,87.5
"Dal_02:38136833-38136857",1,1,24,4.17
"Dal_02:38180308-38180332",3,12,24,50
"Dal_02:38188940-38188985",2,4,24,16.67
"Dal_02:38201588-38201616",2,7,24,29.17
"Dal_02:38202545-38202575",2,8,24,33.33
"Dal_02:38228521-38228551",2,15,24,62.5
"Dal_02:38256751-38256779",6,19,24,79.17
"Dal_02:38267280-38267309",7,21,24,87.5
"Dal_02:38281444-38281480",2,7,24,29.17
"Dal_02:38352836-38352864",3,14,24,58.33
"Dal_02:38373070-38373130",2,9,24,37.5
"Dal_02:38374365-38374420",2,6,24,25
"Dal_02:38417020-38417072",2,6,24,25
"Dal_02:38419647-38419681",2,6,24,25
"Dal_02:38455250-38455275",5,15,24,62.5
"Dal_02:38461333-38461379",6,15,24,62.5
"Dal_02:38462908-38462946",2,6,24,25
"Dal_02:38469198-38469228",5,24,24,100
"Dal_02:38489897-38489955",2,1,24,4.17
"Dal_02:38491391-38491446",2,4,24,16.67
"Dal_02:38493079-38493124",3,10,24,41.67
"Dal_02:38516934-38516959",3,9,24,37.5
"Dal_02:38517010-38517056",3,6,24,25
"Dal_02:38549333-38549361",6,17,24,70.83
"Dal_02:38566193-38566226",8,24,24,100
"Dal_02:38606954-38606999",2,10,24,41.67
"Dal_02:38615442-38615473",7,23,24,95.83
"Dal_02:38629013-38629037",2,11,24,45.83
"Dal_02:38751865-38751923",2,7,24,29.17
"Dal_02:38788914-38788945",3,0,24,0
"Dal_02:38814042-38814067",3,14,24,58.33
"Dal_02:38830119-38830149",2,9,24,37.5
"Dal_02:38846069-38846111",7,8,24,33.33
"Dal_02:38850572-38850602",6,24,24,100
"Dal_02:38862301-38862328",3,15,24,62.5
"Dal_02:38878334-38878365",2,10,24,41.67
"Dal_02:38920085-38920109",6,17,24,70.83
"Dal_02:38973577-38973607",3,12,24,50
"Dal_02:39084559-39084592",2,7,24,29.17
"Dal_02:39099267-39099332",2,4,24,16.67
"Dal_02:39196278-39196316",9,18,24,75
"Dal_02:39205570-39205607",3,22,24,91.67
"Dal_02:39220480-39220532",2,4,24,16.67
"Dal_02:39251960-39251989",2,7,24,29.17
"Dal_02:39286519-39286574",3,11,24,45.83
"Dal_02:39363085-39363136",2,7,24,29.17
"Dal_02:39419069-39419113",2,6,24,25
"Dal_02:39436622-39436659",2,6,24,25
"Dal_02:39452586-39452617",3,10,24,41.67
"Dal_02:39545638-39545691",2,3,24,12.5
"Dal_02:39551597-39551623",4,13,24,54.17
"Dal_02:39589454-39589490",2,7,24,29.17
"Dal_02:39590578-39590618",2,4,24,16.67
"Dal_02:39598601-39598670",2,0,24,0
"Dal_02:39604284-39604325",3,12,24,50
"Dal_02:39608682-39608732",2,5,24,20.83
"Dal_02:39608888-39608933",4,13,24,54.17
"Dal_02:39670896-39670930",3,12,24,50
"Dal_02:39714412-39714442",3,2,24,8.33
"Dal_02:39732900-39732934",2,3,24,12.5
"Dal_02:39803193-39803241",2,4,24,16.67
"Dal_02:39821885-39821917",2,4,24,16.67
"Dal_02:39826542-39826585",3,7,24,29.17
"Dal_02:39843449-39843488",3,15,24,62.5
"Dal_02:39872992-39873018",3,12,24,50
"Dal_02:39888638-39888701",3,7,24,29.17
"Dal_02:39916261-39916310",3,13,24,54.17
"Dal_02:39934017-39934042",7,24,24,100
"Dal_02:39945744-39945769",3,13,24,54.17
"Dal_02:39958115-39958142",2,12,24,50
"Dal_02:40049925-40049953",6,24,24,100
"Dal_02:40156007-40156067",4,13,24,54.17
"Dal_02:40156578-40156609",2,10,24,41.67
"Dal_02:40222073-40222106",5,24,24,100
"Dal_02:40231177-40231215",9,16,24,66.67
"Dal_02:40307109-40307135",2,0,24,0
"Dal_02:40485739-40485791",2,7,24,29.17
"Dal_02:40571292-40571326",2,1,24,4.17
"Dal_02:40581013-40581051",9,4,24,16.67
"Dal_02:40827927-40827959",1,10,24,41.67
"Dal_02:40924455-40924479",2,3,24,12.5
"Dal_02:41119070-41119095",5,23,24,95.83
"Dal_02:41130964-41130993",9,20,24,83.33
"Dal_02:41176190-41176214",7,15,24,62.5
"Dal_02:41232080-41232108",9,24,24,100
"Dal_02:41249306-41249343",3,15,24,62.5
"Dal_02:41257424-41257460",8,13,24,54.17
"Dal_02:41321547-41321574",3,14,24,58.33
"Dal_02:41329650-41329684",8,24,24,100
"Dal_02:41429620-41429659",6,24,24,100
"Dal_02:41495264-41495290",8,19,24,79.17
"Dal_02:41518267-41518295",2,12,24,50
"Dal_02:41764182-41764237",2,11,24,45.83
"Dal_02:41774432-41774487",2,12,24,50
"Dal_02:41854645-41854675",3,8,24,33.33
"Dal_02:41910120-41910145",3,16,24,66.67
"Dal_02:42005946-42005976",2,1,24,4.17
"Dal_02:42045872-42045912",3,8,24,33.33
"Dal_02:42058343-42058384",3,18,24,75
"Dal_02:42108931-42108962",2,4,24,16.67
"Dal_02:42175018-42175048",2,0,24,0
"Dal_02:42351693-42351721",2,9,24,37.5
"Dal_02:42386706-42386743",3,9,24,37.5
"Dal_02:42403682-42403718",8,19,24,79.17
"Dal_02:42485318-42485343",2,9,24,37.5
"Dal_02:42529539-42529607",2,9,24,37.5
"Dal_02:42541978-42542016",3,2,24,8.33
"Dal_02:42608058-42608086",5,10,24,41.67
"Dal_02:42622724-42622769",7,15,24,62.5
"Dal_02:42645146-42645198",3,12,24,50
"Dal_02:42709651-42709691",3,10,24,41.67
"Dal_02:42712596-42712621",3,18,24,75
"Dal_02:42738300-42738347",6,20,24,83.33
"Dal_02:42757228-42757252",2,4,24,16.67
"Dal_02:42952868-42952904",2,12,24,50
"Dal_02:42957859-42957905",5,8,24,33.33
"Dal_02:42967539-42967577",2,8,24,33.33
"Dal_02:43141196-43141233",3,15,24,62.5
"Dal_02:43259841-43259885",6,16,24,66.67
"Dal_02:43278981-43279017",9,22,24,91.67
"Dal_02:43350167-43350195",2,14,24,58.33
"Dal_02:43363298-43363328",9,20,24,83.33
"Dal_02:43474686-43474715",7,24,24,100
"Dal_02:43539651-43539697",2,14,24,58.33
"Dal_02:43783366-43783402",6,16,24,66.67
"Dal_02:44450527-44450559",9,17,24,70.83
"Dal_02:44458172-44458207",8,14,24,58.33
"Dal_02:44737918-44737946",8,10,24,41.67
"Dal_02:44966009-44966034",3,12,24,50
"Dal_02:44979802-44979829",2,14,24,58.33
"Dal_02:45018682-45018733",2,2,24,8.33
"Dal_02:45020366-45020412",2,14,24,58.33
"Dal_02:45053628-45053680",2,1,24,4.17
"Dal_02:45055382-45055420",3,11,24,45.83
"Dal_02:45063052-45063090",5,19,24,79.17
"Dal_02:45092796-45092825",6,21,24,87.5
"Dal_02:45196654-45196681",2,2,24,8.33
"Dal_02:45204190-45204237",2,2,24,8.33
"Dal_02:45276603-45276637",3,7,24,29.17
"Dal_02:45489370-45489397",2,12,24,50
"Dal_02:45548846-45548879",9,24,24,100
"Dal_02:45559101-45559129",9,0,24,0
"Dal_02:45630863-45630890",3,14,24,58.33
"Dal_02:45669295-45669346",2,3,24,12.5
"Dal_02:45793495-45793523",6,23,24,95.83
"Dal_02:45885594-45885618",2,6,24,25
"Dal_02:45912919-45912951",3,24,24,100
"Dal_02:45974086-45974116",2,8,24,33.33
"Dal_02:46051060-46051117",2,13,24,54.17
"Dal_02:46129430-46129461",2,17,24,70.83
